# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PACSIN1	ENSCAFG00000001221	ENSCAFT00000001902	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	ENSCAFG00000015768	ENSCAFT00000024991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	ENSCAFG00000015768	ENSCAFT00000035689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAF1	ENSCAFG00000005550	ENSCAFT00000008953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PAFAH2	ENSCAFG00000012726	ENSCAFT00000035456	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PAG1	ENSCAFG00000008430	ENSCAFT00000013389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PALD1	ENSCAFG00000014067	ENSCAFT00000022336	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAM	ENSCAFG00000007593	ENSCAFT00000012155	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
PAM	ENSCAFG00000007593	ENSCAFT00000012156	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PAN3	ENSCAFG00000006733	ENSCAFT00000010833	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAN3	ENSCAFG00000006733	ENSCAFT00000049846	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PANK2	ENSCAFG00000006150	ENSCAFT00000009957	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANK4	ENSCAFG00000019416	ENSCAFT00000030871	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPSS2	ENSCAFG00000015654	ENSCAFT00000035245	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARD6G	ENSCAFG00000000005	ENSCAFT00000000006	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PARP15	ENSCAFG00000011953	ENSCAFT00000018979	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PARP6	ENSCAFG00000017674	ENSCAFT00000028032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PARP6	ENSCAFG00000017674	ENSCAFT00000049154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PATL1	ENSCAFG00000007581	ENSCAFT00000012141	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATZ1	ENSCAFG00000013087	ENSCAFT00000020764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PATZ1	ENSCAFG00000013087	ENSCAFT00000020768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX1	ENSCAFG00000005170	ENSCAFT00000008330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX2	ENSCAFG00000009709	ENSCAFT00000003701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX2	ENSCAFG00000009709	ENSCAFT00000015418	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX5	ENSCAFG00000002357	ENSCAFT00000003691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX5	ENSCAFG00000002357	ENSCAFT00000048498	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX7	ENSCAFG00000015539	ENSCAFT00000024687	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PBRM1	ENSCAFG00000009084	ENSCAFT00000014499	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PBRM1	ENSCAFG00000009084	ENSCAFT00000014524	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PBXIP1	ENSCAFG00000017162	ENSCAFT00000027178	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PC	ENSCAFG00000012081	ENSCAFT00000019325	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PCCA	ENSCAFG00000005838	ENSCAFT00000009430	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCGF1	ENSCAFG00000008457	ENSCAFT00000013424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCGF3	ENSCAFG00000016762	ENSCAFT00000026535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCGF3	ENSCAFG00000016762	ENSCAFT00000044431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCLO	ENSCAFG00000006264	ENSCAFT00000010157	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PCNT	ENSCAFG00000012045	ENSCAFT00000019125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCNT	ENSCAFG00000012045	ENSCAFT00000019405	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCNT	ENSCAFG00000012045	ENSCAFT00000045471	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCNX2	ENSCAFG00000011585	ENSCAFT00000018397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCSK1N	ENSCAFG00000015657	ENSCAFT00000024803	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCSK7	ENSCAFG00000013143	ENSCAFT00000020874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCSK7	ENSCAFG00000013143	ENSCAFT00000043755	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCTP	ENSCAFG00000017369	ENSCAFT00000027513	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCTP	ENSCAFG00000017369	ENSCAFT00000049438	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PCYT2	ENSCAFG00000005882	ENSCAFT00000009489	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PDCD11	ENSCAFG00000010411	ENSCAFT00000016578	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PDCD2	ENSCAFG00000030429	ENSCAFT00000044324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDCD4	ENSCAFG00000010807	ENSCAFT00000017201	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD6IP	ENSCAFG00000004721	ENSCAFT00000007604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE1B	ENSCAFG00000032142	ENSCAFT00000044398	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE3A	ENSCAFG00000012391	ENSCAFT00000019682	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PDE3A	ENSCAFG00000012391	ENSCAFT00000019685	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PDE5A	ENSCAFG00000012472	ENSCAFT00000019808	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PDE5A	ENSCAFG00000012472	ENSCAFT00000038959	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PDE7A	ENSCAFG00000007279	ENSCAFT00000011658	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE8B	ENSCAFG00000009253	ENSCAFT00000014705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE8B	ENSCAFG00000009253	ENSCAFT00000014709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE9A	ENSCAFG00000010487	ENSCAFT00000016669	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE9A	ENSCAFG00000010487	ENSCAFT00000042853	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRA	ENSCAFG00000002057	ENSCAFT00000003270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDIA5	ENSCAFG00000012051	ENSCAFT00000019138	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0
PDS5A	ENSCAFG00000015950	ENSCAFT00000025282	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDXDC1	ENSCAFG00000018760	ENSCAFT00000029789	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PDXK	ENSCAFG00000031322	ENSCAFT00000049673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDZD8	ENSCAFG00000011972	ENSCAFT00000019008	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDZK1IP1	ENSCAFG00000004033	ENSCAFT00000006459	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDZRN3	ENSCAFG00000030541	ENSCAFT00000043571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEAK1	ENSCAFG00000025255	ENSCAFT00000039159	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEAK1	ENSCAFG00000025255	ENSCAFT00000045994	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PEAK1	ENSCAFG00000025255	ENSCAFT00000049385	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PECR	ENSCAFG00000014368	ENSCAFT00000022825	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEG3	ENSCAFG00000029153	ENSCAFT00000046244	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PENK	ENSCAFG00000007063	ENSCAFT00000011322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PEPD	ENSCAFG00000007377	ENSCAFT00000011842	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PER3	ENSCAFG00000019666	ENSCAFT00000031273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PERM1	ENSCAFG00000019352	ENSCAFT00000030752	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PEX1	ENSCAFG00000001977	ENSCAFT00000003141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX1	ENSCAFG00000001977	ENSCAFT00000038397	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX1	ENSCAFG00000001977	ENSCAFT00000045362	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX14	ENSCAFG00000016789	ENSCAFT00000026562	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX14	ENSCAFG00000016789	ENSCAFT00000046038	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX5L	ENSCAFG00000011494	ENSCAFT00000048445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PFDN2	ENSCAFG00000012733	ENSCAFT00000020181	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKFB4	ENSCAFG00000012493	ENSCAFT00000019881	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PFKL	ENSCAFG00000010846	ENSCAFT00000017399	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PGAP1	ENSCAFG00000010742	ENSCAFT00000017095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PGAP1	ENSCAFG00000010742	ENSCAFT00000043813	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PGBD1	ENSCAFG00000011937	ENSCAFT00000018949	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PGGT1B	ENSCAFG00000000216	ENSCAFT00000000341	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP1	ENSCAFG00000029461	ENSCAFT00000042940	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PGR	ENSCAFG00000003978	ENSCAFT00000006379	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PGRMC2	ENSCAFG00000003822	ENSCAFT00000038671	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PGS1	ENSCAFG00000005312	ENSCAFT00000038670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR3	ENSCAFG00000012258	ENSCAFT00000036705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHB	ENSCAFG00000016926	ENSCAFT00000026787	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHF10	ENSCAFG00000004071	ENSCAFT00000006531	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PHF21A	ENSCAFG00000009313	ENSCAFT00000014853	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF23	ENSCAFG00000016096	ENSCAFT00000025537	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PHF7	ENSCAFG00000009508	ENSCAFT00000015105	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PHIP	ENSCAFG00000002804	ENSCAFT00000004493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHIP	ENSCAFG00000002804	ENSCAFT00000044819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHKB	ENSCAFG00000010225	ENSCAFT00000016233	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PHKB	ENSCAFG00000010225	ENSCAFT00000035137	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLDB2	ENSCAFG00000010394	ENSCAFT00000016519	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHOSPHO1	ENSCAFG00000016922	ENSCAFT00000026776	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHYHD1	ENSCAFG00000020023	ENSCAFT00000031866	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PI4KA	ENSCAFG00000015248	ENSCAFT00000024235	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIAS1	ENSCAFG00000017463	ENSCAFT00000027678	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIAS2	ENSCAFG00000017599	ENSCAFT00000027912	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO2	ENSCAFG00000018761	ENSCAFT00000029783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO2	ENSCAFG00000018761	ENSCAFT00000044099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIF1	ENSCAFG00000017105	ENSCAFT00000027084	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PIGB	ENSCAFG00000031021	ENSCAFT00000048265	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGO	ENSCAFG00000002000	ENSCAFT00000003168	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PIGO	ENSCAFG00000002000	ENSCAFT00000003169	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PIGS	ENSCAFG00000018715	ENSCAFT00000029708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIK3C2B	ENSCAFG00000009661	ENSCAFT00000015347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CA	ENSCAFG00000011212	ENSCAFT00000017863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIK3R3	ENSCAFG00000004331	ENSCAFT00000006956	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PIN1	ENSCAFG00000017967	ENSCAFT00000028529	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINX1	ENSCAFG00000008087	ENSCAFT00000012893	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PINX1	ENSCAFG00000008087	ENSCAFT00000012897	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSCAFG00000010566	ENSCAFT00000016829	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PKD1	ENSCAFG00000019424	ENSCAFT00000030883	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PKD1L1	ENSCAFG00000014734	ENSCAFT00000023399	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PKD1L1	ENSCAFG00000014734	ENSCAFT00000042831	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PKD1L3	ENSCAFG00000020217	ENSCAFT00000047274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PKHD1	ENSCAFG00000002165	ENSCAFT00000003416	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PKIG	ENSCAFG00000009480	ENSCAFT00000015062	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLA1A	ENSCAFG00000011012	ENSCAFT00000017538	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G2E	ENSCAFG00000023233	ENSCAFT00000023955	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAC8L1	ENSCAFG00000006419	ENSCAFT00000010364	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PLAGL1	ENSCAFG00000000318	ENSCAFT00000000490	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAGL2	ENSCAFG00000031042	ENSCAFT00000049428	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCD1	ENSCAFG00000004931	ENSCAFT00000007940	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLCD1	ENSCAFG00000004931	ENSCAFT00000039714	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLCD3	ENSCAFG00000013924	ENSCAFT00000022102	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PLCE1	ENSCAFG00000007985	ENSCAFT00000012791	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLCE1	ENSCAFG00000007985	ENSCAFT00000049570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLCH1	ENSCAFG00000008746	ENSCAFT00000013905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLCH1	ENSCAFG00000008746	ENSCAFT00000013907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLCH2	ENSCAFG00000019405	ENSCAFT00000030855	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLCH2	ENSCAFG00000019405	ENSCAFT00000042914	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCH2	ENSCAFG00000019405	ENSCAFT00000047332	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD3	ENSCAFG00000005362	ENSCAFT00000008628	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEC	ENSCAFG00000001433	ENSCAFT00000002240	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PLEC	ENSCAFG00000001433	ENSCAFT00000047267	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA4	ENSCAFG00000003886	ENSCAFT00000006254	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PLEKHA7	ENSCAFG00000008664	ENSCAFT00000013753	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA8	ENSCAFG00000003056	ENSCAFT00000004919	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHA8	ENSCAFG00000003056	ENSCAFT00000004922	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHD1	ENSCAFG00000023745	ENSCAFT00000036715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHD1	ENSCAFG00000023745	ENSCAFT00000036912	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG6	ENSCAFG00000015203	ENSCAFT00000024139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHG6	ENSCAFG00000015203	ENSCAFT00000039538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM3	ENSCAFG00000013559	ENSCAFT00000021506	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHN1	ENSCAFG00000019355	ENSCAFT00000030758	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
