# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PEX1	ENSCAFG00000001977	ENSCAFT00000003132	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PEX1	ENSCAFG00000001977	ENSCAFT00000003141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PEX1	ENSCAFG00000001977	ENSCAFT00000038397	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PEX1	ENSCAFG00000001977	ENSCAFT00000045362	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX14	ENSCAFG00000016789	ENSCAFT00000026576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PEX14	ENSCAFG00000016789	ENSCAFT00000046038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PGAP3	ENSCAFG00000016359	ENSCAFT00000025948	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PGC	ENSCAFG00000001602	ENSCAFT00000002513	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PGLYRP2	ENSCAFG00000015962	ENSCAFT00000025308	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PGLYRP2	ENSCAFG00000015962	ENSCAFT00000047759	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR1	ENSCAFG00000009809	ENSCAFT00000015575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHACTR3	ENSCAFG00000012258	ENSCAFT00000036705	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PHB	ENSCAFG00000004349	ENSCAFT00000006978	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
PHKG2	ENSCAFG00000016653	ENSCAFT00000026395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHLPP1	ENSCAFG00000000070	ENSCAFT00000000123	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PI4KA	ENSCAFG00000015248	ENSCAFT00000024235	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PICK1	ENSCAFG00000001431	ENSCAFT00000002227	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIEZO2	ENSCAFG00000018761	ENSCAFT00000029783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIEZO2	ENSCAFG00000018761	ENSCAFT00000044099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIK3C2A	ENSCAFG00000031546	ENSCAFT00000046875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIK3C2A	ENSCAFG00000031546	ENSCAFT00000049408	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIK3R4	ENSCAFG00000006049	ENSCAFT00000009780	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PIK3R6	ENSCAFG00000017382	ENSCAFT00000027538	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PINK1	ENSCAFG00000015045	ENSCAFT00000023885	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSCAFG00000010566	ENSCAFT00000016829	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PKD1L1	ENSCAFG00000014734	ENSCAFT00000023399	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L1	ENSCAFG00000014734	ENSCAFT00000042831	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L3	ENSCAFG00000020217	ENSCAFT00000032201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L3	ENSCAFG00000020217	ENSCAFT00000047274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000038299	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000045918	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKN2	ENSCAFG00000020223	ENSCAFT00000032211	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PLA2G6	ENSCAFG00000001424	ENSCAFT00000002213	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLB1	ENSCAFG00000005225	ENSCAFT00000008431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLB1	ENSCAFG00000005225	ENSCAFT00000008437	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEK2	ENSCAFG00000016394	ENSCAFT00000025996	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLEKHF1	ENSCAFG00000007627	ENSCAFT00000012193	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLK1	ENSCAFG00000017658	ENSCAFT00000028005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLPPR2	ENSCAFG00000017423	ENSCAFT00000027619	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLXDC1	ENSCAFG00000016530	ENSCAFT00000026180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PMM2	ENSCAFG00000019010	ENSCAFT00000030200	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PNKD	ENSCAFG00000014632	ENSCAFT00000023229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNLDC1	ENSCAFG00000000740	ENSCAFT00000001145	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PNMT	ENSCAFG00000016368	ENSCAFT00000025957	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PNPLA1	ENSCAFG00000001392	ENSCAFT00000002155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PNPLA2	ENSCAFG00000009547	ENSCAFT00000015162	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA2	ENSCAFG00000009547	ENSCAFT00000046365	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PODNL1	ENSCAFG00000016521	ENSCAFT00000026169	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLD1	ENSCAFG00000002937	ENSCAFT00000004726	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
POLD1	ENSCAFG00000002937	ENSCAFT00000045094	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
POLN	ENSCAFG00000014903	ENSCAFT00000048536	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLR1A	ENSCAFG00000007613	ENSCAFT00000012228	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLR1A	ENSCAFG00000007613	ENSCAFT00000047500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POP4	ENSCAFG00000007630	ENSCAFT00000012195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POR	ENSCAFG00000013467	ENSCAFT00000021363	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU6F2	ENSCAFG00000003571	ENSCAFT00000005735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPFIA1	ENSCAFG00000010544	ENSCAFT00000016827	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPFIA1	ENSCAFG00000010544	ENSCAFT00000046818	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPFIBP2	ENSCAFG00000006757	ENSCAFT00000010885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPFIBP2	ENSCAFG00000006757	ENSCAFT00000046883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPID	ENSCAFG00000008691	ENSCAFT00000013803	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PPIL6	ENSCAFG00000003810	ENSCAFT00000006129	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPM1K	ENSCAFG00000009605	ENSCAFT00000015270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1CA	ENSCAFG00000011565	ENSCAFT00000018419	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1CA	ENSCAFG00000011565	ENSCAFT00000039783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1CA	ENSCAFG00000011565	ENSCAFT00000045135	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R13B	ENSCAFG00000018300	ENSCAFT00000029073	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PPP1R37	ENSCAFG00000004563	ENSCAFT00000007363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R3C	ENSCAFG00000029146	ENSCAFT00000047174	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3F	ENSCAFG00000015938	ENSCAFT00000025245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R3F	ENSCAFG00000015938	ENSCAFT00000043051	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R3A	ENSCAFG00000007061	ENSCAFT00000011324	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PPP2R5D	ENSCAFG00000001753	ENSCAFT00000002747	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAP1	ENSCAFG00000031571	ENSCAFT00000043930	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRDM15	ENSCAFG00000010223	ENSCAFT00000016225	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRDM15	ENSCAFG00000010223	ENSCAFT00000049663	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRDM5	ENSCAFG00000004179	ENSCAFT00000006708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRDM5	ENSCAFG00000004179	ENSCAFT00000043900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRKAR1B	ENSCAFG00000011233	ENSCAFT00000047986	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKCD	ENSCAFG00000008689	ENSCAFT00000013836	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRKCI	ENSCAFG00000014823	ENSCAFT00000023541	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRKDC	ENSCAFG00000006555	ENSCAFT00000010616	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
PRM3	ENSCAFG00000031106	ENSCAFT00000046377	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRMT3	ENSCAFG00000009831	ENSCAFT00000015613	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRMT3	ENSCAFG00000009831	ENSCAFT00000039249	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRMT5	ENSCAFG00000011243	ENSCAFT00000017874	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PROC	ENSCAFG00000004493	ENSCAFT00000007235	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PROC	ENSCAFG00000004493	ENSCAFT00000045613	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRR5L	ENSCAFG00000006825	ENSCAFT00000010974	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRRC2C	ENSCAFG00000014949	ENSCAFT00000023744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRRC2C	ENSCAFG00000014949	ENSCAFT00000043888	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRRC2C	ENSCAFG00000014949	ENSCAFT00000045659	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PRSS16	ENSCAFG00000011100	ENSCAFT00000017667	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRSS54	ENSCAFG00000030756	ENSCAFT00000046839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSD4	ENSCAFG00000007292	ENSCAFT00000011686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSD4	ENSCAFG00000007292	ENSCAFT00000046276	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMB5	ENSCAFG00000011295	ENSCAFT00000017958	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD13	ENSCAFG00000006455	ENSCAFT00000039828	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSMD8	ENSCAFG00000005931	ENSCAFT00000009584	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSTPIP1	ENSCAFG00000018073	ENSCAFT00000028713	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTCRA	ENSCAFG00000031615	ENSCAFT00000048353	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTK2B	ENSCAFG00000008670	ENSCAFT00000013788	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PTPA	ENSCAFG00000019991	ENSCAFT00000031808	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPN5	ENSCAFG00000009391	ENSCAFT00000014944	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPN5	ENSCAFG00000009391	ENSCAFT00000043055	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPRE	ENSCAFG00000013204	ENSCAFT00000021005	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPRG	ENSCAFG00000007152	ENSCAFT00000011505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPRG	ENSCAFG00000007152	ENSCAFT00000011507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPRK	ENSCAFG00000001101	ENSCAFT00000001683	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PTPRK	ENSCAFG00000001101	ENSCAFT00000001685	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PTPRM	ENSCAFG00000018639	ENSCAFT00000029618	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPRM	ENSCAFG00000018639	ENSCAFT00000029630	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPRQ	ENSCAFG00000005801	ENSCAFT00000009346	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTPRQ	ENSCAFG00000005801	ENSCAFT00000009347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PUDP	ENSCAFG00000011278	ENSCAFT00000017911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PUF60	ENSCAFG00000001400	ENSCAFT00000002168	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PUF60	ENSCAFG00000001400	ENSCAFT00000045695	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PUS3	ENSCAFG00000010534	ENSCAFT00000016731	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PUS7L	ENSCAFG00000009729	ENSCAFT00000015442	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
QRICH2	ENSCAFG00000005063	ENSCAFT00000008146	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
QRICH2	ENSCAFG00000005063	ENSCAFT00000047537	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
QRICH2	ENSCAFG00000005063	ENSCAFT00000049261	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
QSOX2	ENSCAFG00000019705	ENSCAFT00000031339	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
R3HDM4	ENSCAFG00000019665	ENSCAFT00000031268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB2A	ENSCAFG00000007153	ENSCAFT00000011465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSCAFG00000007153	ENSCAFT00000045662	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RABL6	ENSCAFG00000019556	ENSCAFT00000031092	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD51AP2	ENSCAFG00000032432	ENSCAFT00000046579	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD51AP2	ENSCAFG00000032432	ENSCAFT00000049308	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RAD51C	ENSCAFG00000017560	ENSCAFT00000027833	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RAD9A	ENSCAFG00000011618	ENSCAFT00000018445	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAD9A	ENSCAFG00000011618	ENSCAFT00000039812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RALGAPA2	ENSCAFG00000005251	ENSCAFT00000008488	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RANBP10	ENSCAFG00000020331	ENSCAFT00000032378	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RANBP10	ENSCAFG00000020331	ENSCAFT00000046321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAP1GAP2	ENSCAFG00000019305	ENSCAFT00000030676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAP1GAP2	ENSCAFG00000019305	ENSCAFT00000044413	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAPGEF2	ENSCAFG00000008719	ENSCAFT00000013877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RARB	ENSCAFG00000005727	ENSCAFT00000009235	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASAL2	ENSCAFG00000014046	ENSCAFT00000022314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RASEF	ENSCAFG00000001453	ENSCAFT00000002269	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RASSF5	ENSCAFG00000029799	ENSCAFT00000046901	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RAX	ENSCAFG00000000098	ENSCAFT00000000155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RBM22	ENSCAFG00000018082	ENSCAFT00000028740	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RBM44	ENSCAFG00000012357	ENSCAFT00000019614	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RBM44	ENSCAFG00000012357	ENSCAFT00000042836	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBM44	ENSCAFG00000012357	ENSCAFT00000046075	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RBM48	ENSCAFG00000001980	ENSCAFT00000003136	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RBMX2	ENSCAFG00000018770	ENSCAFT00000029787	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBMX2	ENSCAFG00000018770	ENSCAFT00000043973	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RBP7	ENSCAFG00000019753	ENSCAFT00000031413	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RBPJL	ENSCAFG00000009670	ENSCAFT00000015366	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RCC2	ENSCAFG00000015752	ENSCAFT00000024961	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RECQL5	ENSCAFG00000004860	ENSCAFT00000007842	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
REN	ENSCAFG00000009623	ENSCAFT00000015286	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
REPS2	ENSCAFG00000012774	ENSCAFT00000020265	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
REPS2	ENSCAFG00000012774	ENSCAFT00000036790	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RERE	ENSCAFG00000019688	ENSCAFT00000031303	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RFX2	ENSCAFG00000018728	ENSCAFT00000029731	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RFX6	ENSCAFG00000000915	ENSCAFT00000001421	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RFXANK	ENSCAFG00000014341	ENSCAFT00000022777	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RGS3	ENSCAFG00000003267	ENSCAFT00000005247	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RGS3	ENSCAFG00000003267	ENSCAFT00000047495	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RGS9	ENSCAFG00000011148	ENSCAFT00000017738	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RGS9	ENSCAFG00000011148	ENSCAFT00000048731	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
