# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SORL1	ENSCAFG00000011745	ENSCAFT00000018722	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SORL1	ENSCAFG00000011745	ENSCAFT00000047063	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SORL1	ENSCAFG00000011745	ENSCAFT00000049040	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOS2	ENSCAFG00000014275	ENSCAFT00000022697	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SOWAHB	ENSCAFG00000008663	ENSCAFT00000013746	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPAG11	ENSCAFG00000008558	ENSCAFT00000013580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPATA25	ENSCAFG00000009778	ENSCAFT00000015521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPATS1	ENSCAFG00000031540	ENSCAFT00000003152	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPATS1	ENSCAFG00000031540	ENSCAFT00000048953	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SPEN	ENSCAFG00000016132	ENSCAFT00000025602	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SPG7	ENSCAFG00000019842	ENSCAFT00000031561	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPHK2	ENSCAFG00000003961	ENSCAFT00000006365	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPHK2	ENSCAFG00000003961	ENSCAFT00000044690	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SPINK1	ENSCAFG00000006647	ENSCAFT00000010715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SPIRE1	ENSCAFG00000018846	ENSCAFT00000029918	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SPIRE1	ENSCAFG00000018846	ENSCAFT00000029919	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SPIRE2	ENSCAFG00000019811	ENSCAFT00000031513	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPON1	ENSCAFG00000008341	ENSCAFT00000013333	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SPRTN	ENSCAFG00000011786	ENSCAFT00000018713	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
SPSB4	ENSCAFG00000007652	ENSCAFT00000012242	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPTBN1	ENSCAFG00000002744	ENSCAFT00000004367	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SPTBN1	ENSCAFG00000002744	ENSCAFT00000004373	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SPTBN4	ENSCAFG00000005286	ENSCAFT00000008586	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRC	ENSCAFG00000008755	ENSCAFT00000013946	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRD5A3	ENSCAFG00000002090	ENSCAFT00000003305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRGAP1	ENSCAFG00000000345	ENSCAFT00000000539	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRGAP1	ENSCAFG00000000345	ENSCAFT00000048655	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRGAP3	ENSCAFG00000005535	ENSCAFT00000008920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRM	ENSCAFG00000032626	ENSCAFT00000045201	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRMS	ENSCAFG00000012942	ENSCAFT00000020551	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SRSF6	ENSCAFG00000009289	ENSCAFT00000014759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SRSF6	ENSCAFG00000009289	ENSCAFT00000044157	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SSC5D	ENSCAFG00000002573	ENSCAFT00000004052	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSC5D	ENSCAFG00000002573	ENSCAFT00000044305	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSFA2	ENSCAFG00000014233	ENSCAFT00000022599	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SSFA2	ENSCAFG00000014233	ENSCAFT00000045370	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SSPO	ENSCAFG00000004506	ENSCAFT00000007296	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSPO	ENSCAFG00000004506	ENSCAFT00000044018	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ST13	ENSCAFG00000001139	ENSCAFT00000001742	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ST3GAL6	ENSCAFG00000009190	ENSCAFT00000014615	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ST7	ENSCAFG00000003410	ENSCAFT00000005483	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ST8SIA5	ENSCAFG00000017615	ENSCAFT00000027931	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
STAB1	ENSCAFG00000009273	ENSCAFT00000014824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STAB2	ENSCAFG00000007334	ENSCAFT00000011754	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STAB2	ENSCAFG00000007334	ENSCAFT00000044686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STAG2	ENSCAFG00000018587	ENSCAFT00000029531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STAG2	ENSCAFG00000018587	ENSCAFT00000048215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STAG3	ENSCAFG00000014526	ENSCAFT00000023065	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAG3	ENSCAFG00000014526	ENSCAFT00000049366	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STAM2	ENSCAFG00000005790	ENSCAFT00000009335	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STAP2	ENSCAFG00000019095	ENSCAFT00000030322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK26	ENSCAFG00000018826	ENSCAFT00000029881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STK36	ENSCAFG00000014919	ENSCAFT00000023691	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK36	ENSCAFG00000014919	ENSCAFT00000046131	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
STK4	ENSCAFG00000009615	ENSCAFT00000015285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STKLD1	ENSCAFG00000019765	ENSCAFT00000031425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STMN2	ENSCAFG00000008386	ENSCAFT00000013324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STOX2	ENSCAFG00000007807	ENSCAFT00000012467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STOX2	ENSCAFG00000007807	ENSCAFT00000043121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STS	ENSCAFG00000011287	ENSCAFT00000017942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STS	ENSCAFG00000011287	ENSCAFT00000017943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
STXBP6	ENSCAFG00000029607	ENSCAFT00000046731	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SUGCT	ENSCAFG00000003556	ENSCAFT00000005705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUGP2	ENSCAFG00000014431	ENSCAFT00000022946	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SUGP2	ENSCAFG00000014431	ENSCAFT00000022960	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SUGP2	ENSCAFG00000014431	ENSCAFT00000043444	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUN1	ENSCAFG00000011273	ENSCAFT00000017916	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SUN1	ENSCAFG00000011273	ENSCAFT00000017926	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SURF1	ENSCAFG00000023616	ENSCAFT00000036430	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SURF1	ENSCAFG00000023616	ENSCAFT00000036432	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SURF2	ENSCAFG00000019763	ENSCAFT00000031422	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SUSD1	ENSCAFG00000003013	ENSCAFT00000004830	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUSD2	ENSCAFG00000013923	ENSCAFT00000022094	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUSD2	ENSCAFG00000013923	ENSCAFT00000045963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUSD4	ENSCAFG00000011373	ENSCAFT00000018068	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUSD4	ENSCAFG00000011373	ENSCAFT00000048796	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SV2B	ENSCAFG00000011274	ENSCAFT00000017951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SV2C	ENSCAFG00000009330	ENSCAFT00000014862	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SVEP1	ENSCAFG00000002928	ENSCAFT00000004697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SVEP1	ENSCAFG00000002928	ENSCAFT00000046390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SVEP1	ENSCAFG00000002928	ENSCAFT00000046535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYCE1	ENSCAFG00000013298	ENSCAFT00000021099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYCE1	ENSCAFG00000013298	ENSCAFT00000038139	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYCE1L	ENSCAFG00000029237	ENSCAFT00000047842	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SYCE1L	ENSCAFG00000029237	ENSCAFT00000049842	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNE1	ENSCAFG00000000445	ENSCAFT00000000760	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNE1	ENSCAFG00000000445	ENSCAFT00000043078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNE1	ENSCAFG00000000445	ENSCAFT00000044768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYNE3	ENSCAFG00000017714	ENSCAFT00000028095	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SYNGR2	ENSCAFG00000005287	ENSCAFT00000008523	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SYT6	ENSCAFG00000009348	ENSCAFT00000014885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SYT6	ENSCAFG00000009348	ENSCAFT00000048046	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYT7	ENSCAFG00000016121	ENSCAFT00000025578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYT7	ENSCAFG00000016121	ENSCAFT00000025580	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SYTL2	ENSCAFG00000004500	ENSCAFT00000007271	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SYTL2	ENSCAFG00000004500	ENSCAFT00000049936	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TAC4	ENSCAFG00000016960	ENSCAFT00000036062	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TACC2	ENSCAFG00000012494	ENSCAFT00000019866	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TACC2	ENSCAFG00000012494	ENSCAFT00000047632	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TACR2	ENSCAFG00000013952	ENSCAFT00000022135	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TADA2A	ENSCAFG00000018140	ENSCAFT00000028817	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TAF13	ENSCAFG00000019855	ENSCAFT00000031589	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF2	ENSCAFG00000000875	ENSCAFT00000001363	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TAF4B	ENSCAFG00000018132	ENSCAFT00000028801	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TANC1	ENSCAFG00000009370	ENSCAFT00000014914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TARBP2	ENSCAFG00000006874	ENSCAFT00000011057	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TARBP2	ENSCAFG00000006874	ENSCAFT00000049535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TARDBP	ENSCAFG00000016759	ENSCAFT00000026536	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TAS1R2	ENSCAFG00000015468	ENSCAFT00000024558	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TAS1R2	ENSCAFG00000015468	ENSCAFT00000045210	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TAS1R3	ENSCAFG00000019280	ENSCAFT00000030610	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TAT	ENSCAFG00000020188	ENSCAFT00000042863	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBC1D1	ENSCAFG00000016208	ENSCAFT00000025730	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBC1D1	ENSCAFG00000016208	ENSCAFT00000048011	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBC1D14	ENSCAFG00000014349	ENSCAFT00000022798	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TBC1D21	ENSCAFG00000017826	ENSCAFT00000028278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBC1D22A	ENSCAFG00000000745	ENSCAFT00000001151	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TBC1D30	ENSCAFG00000000361	ENSCAFT00000000565	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TBC1D30	ENSCAFG00000000361	ENSCAFT00000048434	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TBC1D5	ENSCAFG00000005849	ENSCAFT00000009440	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBC1D5	ENSCAFG00000005849	ENSCAFT00000047780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBX10	ENSCAFG00000011264	ENSCAFT00000017900	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
TBX10	ENSCAFG00000011264	ENSCAFT00000045194	protein_coding	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
TBX19	ENSCAFG00000015268	ENSCAFT00000024243	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBX19	ENSCAFG00000015268	ENSCAFT00000024249	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TBX2	ENSCAFG00000017745	ENSCAFT00000028142	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TBX2	ENSCAFG00000017745	ENSCAFT00000049492	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TC2N	ENSCAFG00000010832	ENSCAFT00000017222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCEA2	ENSCAFG00000015191	ENSCAFT00000024122	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TCF20	ENSCAFG00000000978	ENSCAFT00000001514	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCF25	ENSCAFG00000019808	ENSCAFT00000031507	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TCFL5	ENSCAFG00000024809	ENSCAFT00000038353	protein_coding	0	0	0	9	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0
TCFL5	ENSCAFG00000024809	ENSCAFT00000049868	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCTEX1D4	ENSCAFG00000004701	ENSCAFT00000007567	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TDRKH	ENSCAFG00000012856	ENSCAFT00000020405	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TDRKH	ENSCAFG00000012856	ENSCAFT00000048274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TECPR1	ENSCAFG00000015408	ENSCAFT00000024460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TEP1	ENSCAFG00000005404	ENSCAFT00000008693	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TESMIN	ENSCAFG00000010766	ENSCAFT00000048790	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TET3	ENSCAFG00000008728	ENSCAFT00000013873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TEX33	ENSCAFG00000001517	ENSCAFT00000002364	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TEX43	ENSCAFG00000000592	ENSCAFT00000000911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TFB1M	ENSCAFG00000000581	ENSCAFT00000000895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TFCP2L1	ENSCAFG00000004788	ENSCAFT00000007736	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TFDP1	ENSCAFG00000006384	ENSCAFT00000010314	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TFF1	ENSCAFG00000010351	ENSCAFT00000016451	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG	ENSCAFG00000001128	ENSCAFT00000001727	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
TG	ENSCAFG00000001128	ENSCAFT00000043599	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
TGM6	ENSCAFG00000006727	ENSCAFT00000010816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TH	ENSCAFG00000010099	ENSCAFT00000016050	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
THSD4	ENSCAFG00000017634	ENSCAFT00000027966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
THSD4	ENSCAFG00000017634	ENSCAFT00000046859	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TIAM1	ENSCAFG00000008853	ENSCAFT00000014058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TIAM1	ENSCAFG00000008853	ENSCAFT00000014061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TIE1	ENSCAFG00000005288	ENSCAFT00000008550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TIGD4	ENSCAFG00000008168	ENSCAFT00000012989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TIGD6	ENSCAFG00000018238	ENSCAFT00000028968	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TJP1	ENSCAFG00000010407	ENSCAFT00000016538	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TJP1	ENSCAFG00000010407	ENSCAFT00000046974	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TKT	ENSCAFG00000008647	ENSCAFT00000013737	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TLE3	ENSCAFG00000017589	ENSCAFT00000027902	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TLE3	ENSCAFG00000017589	ENSCAFT00000046938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TLR2	ENSCAFG00000008351	ENSCAFT00000013259	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TM4SF18	ENSCAFG00000008325	ENSCAFT00000013222	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TM6SF2	ENSCAFG00000014329	ENSCAFT00000022762	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF3	ENSCAFG00000008738	ENSCAFT00000013978	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
