# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OSTF1	ENSCAFG00000001699	ENSCAFT00000002658	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OSTF1	ENSCAFG00000001699	ENSCAFT00000043265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTOA	ENSCAFG00000017706	ENSCAFT00000028084	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTOG	ENSCAFG00000009037	ENSCAFT00000014398	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTOG	ENSCAFG00000009037	ENSCAFT00000014403	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OVCH2	ENSCAFG00000006787	ENSCAFT00000010931	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OXT	ENSCAFG00000006437	ENSCAFT00000010384	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OXTR	ENSCAFG00000005553	ENSCAFT00000008950	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P2RX1	ENSCAFG00000019359	ENSCAFT00000030764	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
P2RX3	ENSCAFG00000007910	ENSCAFT00000012662	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
P2RX7	ENSCAFG00000008401	ENSCAFT00000013356	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
P4HA3	ENSCAFG00000005527	ENSCAFT00000008914	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PA2G4	ENSCAFG00000000102	ENSCAFT00000000163	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PABPC1	ENSCAFG00000000567	ENSCAFT00000000885	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
PABPC1	ENSCAFG00000000567	ENSCAFT00000042991	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PACS2	ENSCAFG00000018417	ENSCAFT00000029251	protein_coding	0	0	0	5	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
PACSIN1	ENSCAFG00000001221	ENSCAFT00000001902	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PADI1	ENSCAFG00000023194	ENSCAFT00000025038	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PADI1	ENSCAFG00000023194	ENSCAFT00000048597	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PADI2	ENSCAFG00000015813	ENSCAFT00000025070	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PADI4	ENSCAFG00000015768	ENSCAFT00000024991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PADI4	ENSCAFG00000015768	ENSCAFT00000035689	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAG1	ENSCAFG00000008430	ENSCAFT00000013389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAK2	ENSCAFG00000013067	ENSCAFT00000020772	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
PAK3	ENSCAFG00000018154	ENSCAFT00000007981	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAK3	ENSCAFG00000018154	ENSCAFT00000028856	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAK5	ENSCAFG00000005685	ENSCAFT00000009167	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PALLD	ENSCAFG00000007492	ENSCAFT00000012003	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAM	ENSCAFG00000007593	ENSCAFT00000012155	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAM	ENSCAFG00000007593	ENSCAFT00000012156	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAPD5	ENSCAFG00000009938	ENSCAFT00000015808	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAPD5	ENSCAFG00000009938	ENSCAFT00000045316	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAPD5	ENSCAFG00000009938	ENSCAFT00000046476	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAPD5	ENSCAFG00000009938	ENSCAFT00000049926	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAPD7	ENSCAFG00000010319	ENSCAFT00000016392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAPSS1	ENSCAFG00000011167	ENSCAFT00000017790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PAPSS2	ENSCAFG00000015654	ENSCAFT00000035245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PARK7	ENSCAFG00000019674	ENSCAFT00000036859	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PARN	ENSCAFG00000018795	ENSCAFT00000029839	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PARP14	ENSCAFG00000011970	ENSCAFT00000019011	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PARP14	ENSCAFG00000011970	ENSCAFT00000043176	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
PARP15	ENSCAFG00000011953	ENSCAFT00000018979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PARP9	ENSCAFG00000011940	ENSCAFT00000018954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PARVG	ENSCAFG00000000876	ENSCAFT00000001361	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PATL2	ENSCAFG00000013629	ENSCAFT00000021612	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PAX2	ENSCAFG00000009709	ENSCAFT00000003701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX2	ENSCAFG00000009709	ENSCAFT00000015418	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAX4	ENSCAFG00000001719	ENSCAFT00000002692	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PAX4	ENSCAFG00000001719	ENSCAFT00000043115	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PAX5	ENSCAFG00000002357	ENSCAFT00000003691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PBX1	ENSCAFG00000013289	ENSCAFT00000021112	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PBX1	ENSCAFG00000013289	ENSCAFT00000044816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PC	ENSCAFG00000012081	ENSCAFT00000019325	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PCBP2	ENSCAFG00000013587	ENSCAFT00000021540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PCCA	ENSCAFG00000005838	ENSCAFT00000009430	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PCCB	ENSCAFG00000007170	ENSCAFT00000011611	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PCDH12	ENSCAFG00000006239	ENSCAFT00000010074	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PCDHGA1	ENSCAFG00000023682	ENSCAFT00000009853	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PCDHGC5	ENSCAFG00000006086	ENSCAFT00000009870	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCGF1	ENSCAFG00000008457	ENSCAFT00000013424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PCLO	ENSCAFG00000006264	ENSCAFT00000010157	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
PCM1	ENSCAFG00000007113	ENSCAFT00000011424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCM1	ENSCAFG00000007113	ENSCAFT00000048084	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCMT1	ENSCAFG00000000393	ENSCAFT00000000625	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PCNX2	ENSCAFG00000011585	ENSCAFT00000018397	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PCNX3	ENSCAFG00000013383	ENSCAFT00000021250	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCOLCE2	ENSCAFG00000007915	ENSCAFT00000012657	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCOLCE2	ENSCAFG00000007915	ENSCAFT00000044775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCOLCE2	ENSCAFG00000007915	ENSCAFT00000049942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCSK7	ENSCAFG00000013143	ENSCAFT00000020874	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCSK7	ENSCAFG00000013143	ENSCAFT00000043755	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PCTP	ENSCAFG00000017369	ENSCAFT00000027513	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
PCTP	ENSCAFG00000017369	ENSCAFT00000049438	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
PCYOX1	ENSCAFG00000003349	ENSCAFT00000005374	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDCD11	ENSCAFG00000010411	ENSCAFT00000016578	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PDCD6	ENSCAFG00000011044	ENSCAFT00000017570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDCL3	ENSCAFG00000002226	ENSCAFT00000003499	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDE1B	ENSCAFG00000032142	ENSCAFT00000044398	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PDE1C	ENSCAFG00000003133	ENSCAFT00000005045	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PDE1C	ENSCAFG00000003133	ENSCAFT00000005046	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PDE4D	ENSCAFG00000007100	ENSCAFT00000011394	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDE6B	ENSCAFG00000016782	ENSCAFT00000026577	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDE7A	ENSCAFG00000007279	ENSCAFT00000011658	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDE8B	ENSCAFG00000009253	ENSCAFT00000014705	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDE8B	ENSCAFG00000009253	ENSCAFT00000014709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDE9A	ENSCAFG00000010487	ENSCAFT00000016669	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PDE9A	ENSCAFG00000010487	ENSCAFT00000042853	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PDGFB	ENSCAFG00000001356	ENSCAFT00000002101	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDGFD	ENSCAFG00000032342	ENSCAFT00000045078	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PDGFRA	ENSCAFG00000002057	ENSCAFT00000003270	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDIA5	ENSCAFG00000012051	ENSCAFT00000019138	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDIA6	ENSCAFG00000003477	ENSCAFT00000037603	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDIK1L	ENSCAFG00000012655	ENSCAFT00000020087	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDIK1L	ENSCAFG00000012655	ENSCAFT00000048338	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPN	ENSCAFG00000016363	ENSCAFT00000025944	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDPN	ENSCAFG00000016363	ENSCAFT00000037744	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PDPN	ENSCAFG00000016363	ENSCAFT00000046205	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDRG1	ENSCAFG00000007116	ENSCAFT00000011390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDS5B	ENSCAFG00000006351	ENSCAFT00000010289	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PDSS1	ENSCAFG00000004332	ENSCAFT00000006952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PDZD7	ENSCAFG00000009763	ENSCAFT00000015504	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PDZD7	ENSCAFG00000009763	ENSCAFT00000038990	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
PEBP1	ENSCAFG00000009910	ENSCAFT00000015761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PECAM1	ENSCAFG00000011740	ENSCAFT00000046303	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PELI1	ENSCAFG00000003162	ENSCAFT00000005092	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PEMT	ENSCAFG00000028791	ENSCAFT00000043606	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PEPD	ENSCAFG00000007377	ENSCAFT00000011842	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PER1	ENSCAFG00000016984	ENSCAFT00000026906	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PEX1	ENSCAFG00000001977	ENSCAFT00000003132	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PEX1	ENSCAFG00000001977	ENSCAFT00000038397	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PEX10	ENSCAFG00000019398	ENSCAFT00000030837	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEX11G	ENSCAFG00000018220	ENSCAFT00000028946	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PEX5	ENSCAFG00000014064	ENSCAFT00000022337	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PEX6	ENSCAFG00000001748	ENSCAFT00000002738	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PFKFB2	ENSCAFG00000011550	ENSCAFT00000018381	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PFKFB2	ENSCAFG00000011550	ENSCAFT00000037213	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PFKFB4	ENSCAFG00000012493	ENSCAFT00000019881	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PFKL	ENSCAFG00000010846	ENSCAFT00000017399	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PFKM	ENSCAFG00000009035	ENSCAFT00000014356	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PFKM	ENSCAFG00000009035	ENSCAFT00000046392	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PFN1	ENSCAFG00000015827	ENSCAFT00000025071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PGBD5	ENSCAFG00000012098	ENSCAFT00000019204	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
PGD	ENSCAFG00000016797	ENSCAFT00000026597	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
PGLYRP1	ENSCAFG00000029461	ENSCAFT00000042940	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR2	ENSCAFG00000000312	ENSCAFT00000000479	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHACTR2	ENSCAFG00000000312	ENSCAFT00000044951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHACTR3	ENSCAFG00000012258	ENSCAFT00000036705	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PHACTR4	ENSCAFG00000011801	ENSCAFT00000042737	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PHF11	ENSCAFG00000004351	ENSCAFT00000037045	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PHF12	ENSCAFG00000018842	ENSCAFT00000029911	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PHF14	ENSCAFG00000002271	ENSCAFT00000003573	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PHF19	ENSCAFG00000003581	ENSCAFT00000046528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHF3	ENSCAFG00000002493	ENSCAFT00000003930	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHF6	ENSCAFG00000018867	ENSCAFT00000029944	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PHF6	ENSCAFG00000018867	ENSCAFT00000050033	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PHIP	ENSCAFG00000002804	ENSCAFT00000004493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHIP	ENSCAFG00000002804	ENSCAFT00000044819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHKG1	ENSCAFG00000010171	ENSCAFT00000016154	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PHLDB3	ENSCAFG00000004757	ENSCAFT00000007658	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHPT1	ENSCAFG00000019551	ENSCAFT00000031083	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PHTF2	ENSCAFG00000004354	ENSCAFT00000006993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHYKPL	ENSCAFG00000000242	ENSCAFT00000000381	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PHYKPL	ENSCAFG00000000242	ENSCAFT00000050045	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIDD1	ENSCAFG00000009512	ENSCAFT00000015119	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIGN	ENSCAFG00000000083	ENSCAFT00000000137	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIGN	ENSCAFG00000000083	ENSCAFT00000046346	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIK3AP1	ENSCAFG00000008880	ENSCAFT00000014111	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIK3AP1	ENSCAFG00000008880	ENSCAFT00000043522	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIK3C2A	ENSCAFG00000031546	ENSCAFT00000046875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIK3C2A	ENSCAFG00000031546	ENSCAFT00000049408	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIK3C2G	ENSCAFG00000012564	ENSCAFT00000019977	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PIK3R6	ENSCAFG00000017382	ENSCAFT00000027538	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIKFYVE	ENSCAFG00000013684	ENSCAFT00000021717	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PITPNA	ENSCAFG00000019188	ENSCAFT00000030458	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PITPNA	ENSCAFG00000019188	ENSCAFT00000048710	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PIWIL2	ENSCAFG00000009444	ENSCAFT00000015020	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PIWIL3	ENSCAFG00000010566	ENSCAFT00000016829	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
PIWIL4	ENSCAFG00000004147	ENSCAFT00000006660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1	ENSCAFG00000019424	ENSCAFT00000030883	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L1	ENSCAFG00000014734	ENSCAFT00000023399	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L1	ENSCAFG00000014734	ENSCAFT00000042831	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKD1L3	ENSCAFG00000020217	ENSCAFT00000032201	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
