# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
KCNJ6	ENSCAFG00000009812	ENSCAFT00000015581	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KDM1B	ENSCAFG00000010177	ENSCAFT00000016165	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KDM1B	ENSCAFG00000010177	ENSCAFT00000016166	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KDM1B	ENSCAFG00000010177	ENSCAFT00000045627	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIAA0100	ENSCAFG00000018736	ENSCAFT00000029756	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KIAA1671	ENSCAFG00000024641	ENSCAFT00000018343	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIAA1671	ENSCAFG00000024641	ENSCAFT00000038005	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIF17	ENSCAFG00000015035	ENSCAFT00000023864	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KIF17	ENSCAFG00000015035	ENSCAFT00000043067	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
KIT	ENSCAFG00000002065	ENSCAFT00000003274	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
KIT	ENSCAFG00000002065	ENSCAFT00000049830	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
KLHL14	ENSCAFG00000018002	ENSCAFT00000028589	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KLK1	ENSCAFG00000002914	ENSCAFT00000004663	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
KLK1	ENSCAFG00000002914	ENSCAFT00000004664	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
KRT2	ENSCAFG00000007212	ENSCAFT00000011579	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KRT5	ENSCAFG00000007251	ENSCAFT00000044206	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KRT71	ENSCAFG00000007233	ENSCAFT00000039400	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KRT80	ENSCAFG00000007328	ENSCAFT00000011729	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA2	ENSCAFG00000001106	ENSCAFT00000001697	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LAMA2	ENSCAFG00000001106	ENSCAFT00000036090	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LCP2	ENSCAFG00000016961	ENSCAFT00000026860	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LCP2	ENSCAFG00000016961	ENSCAFT00000045064	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LDLR	ENSCAFG00000017539	ENSCAFT00000027791	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LDLR	ENSCAFG00000017539	ENSCAFT00000046113	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LGR4	ENSCAFG00000010188	ENSCAFT00000016178	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
LMBR1L	ENSCAFG00000008679	ENSCAFT00000013794	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRP2	ENSCAFG00000012128	ENSCAFT00000019396	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRP4	ENSCAFG00000008977	ENSCAFT00000047302	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LRRC49	ENSCAFG00000017623	ENSCAFT00000027945	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRRC49	ENSCAFG00000017623	ENSCAFT00000049691	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRRC63	ENSCAFG00000030857	ENSCAFT00000046939	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRRK2	ENSCAFG00000009926	ENSCAFT00000015801	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LRRN4	ENSCAFG00000024978	ENSCAFT00000038653	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LTBP4	ENSCAFG00000005133	ENSCAFT00000008260	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LTBP4	ENSCAFG00000005133	ENSCAFT00000008264	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LY9	ENSCAFG00000012621	ENSCAFT00000020056	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAD2L1	ENSCAFG00000016467	ENSCAFT00000026092	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAFG	ENSCAFG00000005893	ENSCAFT00000009504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAFK	ENSCAFG00000016491	ENSCAFT00000026145	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAJIN	ENSCAFG00000014019	ENSCAFT00000039181	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAJIN	ENSCAFG00000014019	ENSCAFT00000039184	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAMDC2	ENSCAFG00000001890	ENSCAFT00000002991	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP2K5	ENSCAFG00000017454	ENSCAFT00000027661	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP2K5	ENSCAFG00000017454	ENSCAFT00000048074	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K4	ENSCAFG00000000760	ENSCAFT00000035540	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP3K4	ENSCAFG00000000760	ENSCAFT00000035541	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAPT	ENSCAFG00000013670	ENSCAFT00000021692	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAPT	ENSCAFG00000013670	ENSCAFT00000021700	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MARCKSL1	ENSCAFG00000010588	ENSCAFT00000036338	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MAST4	ENSCAFG00000007586	ENSCAFT00000012140	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MATN4	ENSCAFG00000009664	ENSCAFT00000043706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MBTPS1	ENSCAFG00000019967	ENSCAFT00000031779	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MED16	ENSCAFG00000019659	ENSCAFT00000031265	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MED16	ENSCAFG00000019659	ENSCAFT00000046358	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEGF6	ENSCAFG00000019477	ENSCAFT00000030970	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MEGF6	ENSCAFG00000019477	ENSCAFT00000030971	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
METTL21B	ENSCAFG00000000293	ENSCAFT00000000451	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MIER2	ENSCAFG00000019729	ENSCAFT00000031374	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MKI67	ENSCAFG00000013255	ENSCAFT00000021024	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MLPH	ENSCAFG00000012236	ENSCAFT00000019444	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MN1	ENSCAFG00000011823	ENSCAFT00000018767	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MN1	ENSCAFG00000011823	ENSCAFT00000044814	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MOCOS	ENSCAFG00000017801	ENSCAFT00000028243	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MON1B	ENSCAFG00000020042	ENSCAFT00000031891	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MRC1	ENSCAFG00000004496	ENSCAFT00000007254	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MRC1	ENSCAFG00000004496	ENSCAFT00000044300	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MRPL21	ENSCAFG00000031492	ENSCAFT00000049888	protein_coding	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MSR1	ENSCAFG00000006830	ENSCAFT00000010988	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MSR1	ENSCAFG00000006830	ENSCAFT00000010990	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MT-ND3	ENSCAFG00000022732	ENSCAFT00000034839	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MT-ND4	ENSCAFG00000022735	ENSCAFT00000034842	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
MT-ND6	ENSCAFG00000022740	ENSCAFT00000034847	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MT1	ENSCAFG00000009113	ENSCAFT00000014488	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MT2A	ENSCAFG00000023759	ENSCAFT00000014487	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MTBP	ENSCAFG00000000951	ENSCAFT00000001477	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MTLR	ENSCAFG00000031043	ENSCAFT00000045789	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTMR4	ENSCAFG00000017513	ENSCAFT00000027755	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MYBL2	ENSCAFG00000009336	ENSCAFT00000014864	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MYPOP	ENSCAFG00000023848	ENSCAFT00000036899	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NADK	ENSCAFG00000019219	ENSCAFT00000030505	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NANOS2	ENSCAFG00000024541	ENSCAFT00000037883	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ND4L	ENSCAFG00000022734	ENSCAFT00000034841	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ND5	ENSCAFG00000022739	ENSCAFT00000034846	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NDN	ENSCAFG00000010134	ENSCAFT00000016090	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NDRG1	ENSCAFG00000001141	ENSCAFT00000001747	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NEK1	ENSCAFG00000007650	ENSCAFT00000048958	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEMF	ENSCAFG00000014226	ENSCAFT00000022576	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NEO1	ENSCAFG00000017779	ENSCAFT00000048784	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NEPRO	ENSCAFG00000010568	ENSCAFT00000016801	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NET1	ENSCAFG00000005241	ENSCAFT00000008454	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NET1	ENSCAFG00000005241	ENSCAFT00000008457	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NEURL3	ENSCAFG00000006550	ENSCAFT00000010560	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NEURL3	ENSCAFG00000006550	ENSCAFT00000038120	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NFATC1	ENSCAFG00000000011	ENSCAFT00000000013	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NFATC1	ENSCAFG00000000011	ENSCAFT00000036234	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NHLRC4	ENSCAFG00000032733	ENSCAFT00000050165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NINL	ENSCAFG00000004400	ENSCAFT00000007092	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NINL	ENSCAFG00000004400	ENSCAFT00000049806	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NIPBL	ENSCAFG00000018695	ENSCAFT00000029691	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NIPBL	ENSCAFG00000018695	ENSCAFT00000043718	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NIPBL	ENSCAFG00000018695	ENSCAFT00000044310	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NIPBL	ENSCAFG00000018695	ENSCAFT00000048207	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NOL4	ENSCAFG00000017974	ENSCAFT00000028548	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NOSTRIN	ENSCAFG00000011834	ENSCAFT00000018819	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NOSTRIN	ENSCAFG00000011834	ENSCAFT00000045904	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NOTCH2	ENSCAFG00000010476	ENSCAFT00000016889	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NOTCH2	ENSCAFG00000010476	ENSCAFT00000017040	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NPC1	ENSCAFG00000018183	ENSCAFT00000028892	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NRXN3	ENSCAFG00000030472	ENSCAFT00000043139	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NUP37	ENSCAFG00000007282	ENSCAFT00000011657	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OFD1	ENSCAFG00000011764	ENSCAFT00000018685	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OFD1	ENSCAFG00000011764	ENSCAFT00000018691	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OIP5	ENSCAFG00000009531	ENSCAFT00000015143	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OLFML3	ENSCAFG00000009334	ENSCAFT00000014855	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ONECUT1	ENSCAFG00000015867	ENSCAFT00000025139	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OR13C8	ENSCAFG00000002679	ENSCAFT00000004236	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OR2T27	ENSCAFG00000001267	ENSCAFT00000001956	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OR51D1	ENSCAFG00000006080	ENSCAFT00000009839	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OR51E2	ENSCAFG00000025510	ENSCAFT00000039692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OR52E4	ENSCAFG00000029952	ENSCAFT00000037099	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OR6X1	ENSCAFG00000011501	ENSCAFT00000018240	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OSCAR	ENSCAFG00000024209	ENSCAFT00000037427	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OXSR1	ENSCAFG00000004972	ENSCAFT00000007999	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OXT	ENSCAFG00000006437	ENSCAFT00000010384	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P2RX1	ENSCAFG00000019359	ENSCAFT00000030764	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PARP11	ENSCAFG00000015400	ENSCAFT00000037696	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PARVA	ENSCAFG00000007895	ENSCAFT00000012627	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PARVA	ENSCAFG00000007895	ENSCAFT00000042753	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PARVA	ENSCAFG00000007895	ENSCAFT00000044552	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PASK	ENSCAFG00000012846	ENSCAFT00000020384	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PATJ	ENSCAFG00000018822	ENSCAFT00000029899	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PATJ	ENSCAFG00000018822	ENSCAFT00000049740	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PAX8	ENSCAFG00000007309	ENSCAFT00000011697	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PAX8	ENSCAFG00000007309	ENSCAFT00000011704	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PCDH15	ENSCAFG00000015538	ENSCAFT00000024635	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PCGF3	ENSCAFG00000016762	ENSCAFT00000026535	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PCGF3	ENSCAFG00000016762	ENSCAFT00000044431	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDE3A	ENSCAFG00000012391	ENSCAFT00000019685	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDE6C	ENSCAFG00000007908	ENSCAFT00000012645	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PDGFRB	ENSCAFG00000018214	ENSCAFT00000000773	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PDILT	ENSCAFG00000018015	ENSCAFT00000028622	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PENK	ENSCAFG00000007063	ENSCAFT00000011322	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PHACTR3	ENSCAFG00000012258	ENSCAFT00000036705	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PHOSPHO1	ENSCAFG00000016922	ENSCAFT00000026776	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIEZO2	ENSCAFG00000018761	ENSCAFT00000029783	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIEZO2	ENSCAFG00000018761	ENSCAFT00000044099	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIK3CG	ENSCAFG00000003977	ENSCAFT00000006384	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PIP5K1A	ENSCAFG00000012554	ENSCAFT00000019927	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PISD	ENSCAFG00000013233	ENSCAFT00000020994	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PISD	ENSCAFG00000013233	ENSCAFT00000020997	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PKDCC	ENSCAFG00000006479	ENSCAFT00000010459	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PKDCC	ENSCAFG00000006479	ENSCAFT00000044103	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000001138	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PKHD1L1	ENSCAFG00000024786	ENSCAFT00000045918	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLA2G4D	ENSCAFG00000024815	ENSCAFT00000015847	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLAG1	ENSCAFG00000007051	ENSCAFT00000011307	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PLCH1	ENSCAFG00000008746	ENSCAFT00000013905	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLCH1	ENSCAFG00000008746	ENSCAFT00000013907	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLLP	ENSCAFG00000008782	ENSCAFT00000013947	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLLP	ENSCAFG00000008782	ENSCAFT00000047246	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PLPP6	ENSCAFG00000002075	ENSCAFT00000003285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXNB3	ENSCAFG00000019270	ENSCAFT00000030608	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PM20D2	ENSCAFG00000003096	ENSCAFT00000004967	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PMPCB	ENSCAFG00000004166	ENSCAFT00000006689	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POLR2A	ENSCAFG00000016532	ENSCAFT00000026237	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POLR2A	ENSCAFG00000016532	ENSCAFT00000050029	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POLR3B	ENSCAFG00000001851	ENSCAFT00000002941	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PON3	ENSCAFG00000002118	ENSCAFT00000003345	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PPFIA1	ENSCAFG00000010544	ENSCAFT00000016827	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPFIA1	ENSCAFG00000010544	ENSCAFT00000046818	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000020841	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000042890	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000045592	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPIP5K1	ENSCAFG00000012999	ENSCAFT00000049870	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPME1	ENSCAFG00000005539	ENSCAFT00000008923	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PPP1R12B	ENSCAFG00000010497	ENSCAFT00000016685	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
PPP1R12B	ENSCAFG00000010497	ENSCAFT00000047397	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
PRDM15	ENSCAFG00000010223	ENSCAFT00000016225	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRDM15	ENSCAFG00000010223	ENSCAFT00000049663	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRKG2	ENSCAFG00000008898	ENSCAFT00000014131	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PRMT8	ENSCAFG00000015428	ENSCAFT00000024507	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PROM2	ENSCAFG00000006959	ENSCAFT00000011175	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRR35	ENSCAFG00000019663	ENSCAFT00000031267	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR9	ENSCAFG00000024226	ENSCAFT00000037441	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRRC2A	ENSCAFG00000000533	ENSCAFT00000000874	protein_coding	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0
